순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
789,005990,매일홀딩스,"11,700","-300","-2.5","7,718","89,625,000","11,750","11,950","11,450","160,504,156,800","0.01","13,718,304",,,
790,086890,이수앱지스,"6,000","-150","-2.4","85,759","509,829,980","6,050","6,090","5,890","159,751,752,000","0.01","26,625,292",,,
791,030790,동양네트웍스,"1,575","-85","-5.1","831,450","1,337,485,505","1,645","1,685","1,570","159,434,334,675","0.01","101,228,149",,,
792,222040,코스맥스엔비티,"7,700","-470","-5.8","194,702","1,529,580,640","8,220","8,220","7,650","158,835,600,000","0.01","20,628,000",,,
793,056700,신화인터텍,"5,450","-740","-12.0","1,178,333","6,683,949,950","6,130","6,180","5,350","158,786,245,950","0.01","29,135,091",,,
794,064550,바이오니아,"7,140","-640","-8.2","175,251","1,284,752,970","7,770","7,770","7,130","158,639,511,660","0.01","22,218,419",,,
795,312610,에이에프더블류,"15,650","-1,500","-8.8","274,998","4,432,615,900","17,000","17,050","15,650","158,510,148,600","0.01","10,128,444",,,
796,014470,부방,"3,320","-260","-7.3","1,529,279","5,365,645,585","3,510","3,700","3,320","157,014,386,800","0.01","47,293,490",,,
797,000860,강남제비스코,"24,150","-200","-0.8","3,154","75,539,100","24,300","24,450","23,500","156,975,000,000","0.01","6,500,000",,,
798,030210,KTB투자증권,"2,600","-175","-6.3","388,441","1,032,449,985","2,750","2,765","2,600","156,816,639,200","0.01","60,314,092",,,
799,000215,대림산업우,"41,250","-650","-1.6","10,652","442,016,850","42,100","42,200","41,000","156,750,000,000","0.01","3,800,000",,,
800,008040,사조동아원,"1,110","-70","-5.9","1,248,154","1,415,516,240","1,165","1,200","1,105","156,670,506,000","0.01","141,144,600",,,
801,097955,CJ제일제당 우,"118,000","-5,000","-4.1","5,955","715,888,500","122,500","122,500","118,000","156,637,094,000","0.01","1,327,433",,,
802,003555,LG우,"47,250","-250","-0.5","4,403","207,224,800","48,000","48,000","46,500","156,618,488,250","0.01","3,314,677",,,
803,084010,대한제강,"6,350","-400","-5.9","69,155","446,802,060","6,590","6,690","6,340","156,506,760,900","0.01","24,646,734",,,
804,045970,코아시아,"7,800","-200","-2.5","60,065","464,411,430","8,000","8,180","7,570","156,221,691,600","0.01","20,028,422",,,
805,115180,큐리언트,"18,150","-850","-4.5","51,334","933,981,800","18,900","18,900","17,650","155,980,482,900","0.01","8,593,966",,,
806,025320,시노펙스,"2,220","-255","-10.3","1,129,476","2,621,590,600","2,505","2,505","2,220","155,726,113,560","0.01","70,146,898",,,
807,000390,삼화페인트,"5,890","-210","-3.4","431,596","2,528,381,120","6,050","6,080","5,730","155,724,243,390","0.01","26,438,751",,,
808,138580,비즈니스온,"16,250","-1,250","-7.1","36,449","614,078,550","17,300","17,650","16,250","155,105,275,000","0.01","9,544,940",,,
809,012030,DB,"770","-31","-3.9","1,799,513","1,394,188,445","801","802","759","154,903,928,410","0.01","201,173,933",,,
810,122640,예스티,"11,050","-500","-4.3","190,712","2,080,044,150","11,500","11,550","10,500","154,736,774,400","0.01","14,003,328",,,
811,072520,제넨바이오,"2,290","-135","-5.6","404,113","930,505,410","2,420","2,420","2,240","154,535,598,260","0.01","67,482,794",,,
812,044450,KSS해운,"6,640","-150","-2.2","31,833","212,068,310","6,700","6,780","6,560","153,954,243,200","0.01","23,185,880",,,
813,036030,KTH,"4,310","-215","-4.8","9,234","40,371,045","4,530","4,545","4,300","153,931,744,820","0.01","35,715,022",,,
814,900250,크리스탈신소재,"2,270","-95","-4.0","8,470,222","20,237,969,395","2,365","2,495","2,270","153,869,344,040","0.01","67,783,852",,,
815,000320,노루홀딩스,"11,550","-400","-3.4","13,471","157,540,300","11,950","12,150","11,550","153,512,794,050","0.01","13,291,151",,,
816,059090,미코,"4,900","-410","-7.7","914,448","4,645,504,620","5,250","5,310","4,900","153,451,354,700","0.01","31,316,603",,,
817,216050,인크로스,"19,000","-150","-0.8","42,444","809,109,050","19,150","19,400","18,650","153,078,763,000","0.01","8,056,777",,,
818,136540,윈스,"12,600","-200","-1.6","92,141","1,160,063,600","12,950","12,950","12,350","152,958,493,800","0.01","12,139,563",,,
819,123420,선데이토즈,"15,950","-850","-5.1","122,880","1,962,678,550","16,750","16,750","15,600","152,638,979,900","0.01","9,569,842",,,
820,003960,사조대림,"16,650","-950","-5.4","22,793","387,253,150","17,400","17,800","16,650","152,588,375,550","0.01","9,164,467",,,
821,049960,쎌바이오텍,"16,200","-650","-3.9","49,399","811,963,450","16,700","17,000","16,100","152,280,000,000","0.01","9,400,000",,,
822,008290,원풍물산,"3,965","-125","-3.1","293,340","1,200,488,570","4,140","4,230","3,965","152,223,411,665","0.01","38,391,781",,,
823,005740,크라운해태홀딩스,"10,250","-750","-6.8","70,707","737,986,050","10,800","10,800","10,200","152,185,306,750","0.01","14,847,347",,,
824,077970,STX엔진,"6,600","-240","-3.5","27,275","180,834,640","6,820","6,860","6,540","151,858,766,400","0.01","23,008,904",,,
825,137940,넥스트아이,"1,955","-105","-5.1","65,188","130,649,375","2,030","2,060","1,955","150,762,118,215","0.01","77,116,173",,,
826,161580,필옵틱스,"8,680","200","2.4","917,165","8,096,891,100","8,720","9,060","8,480","150,415,989,080","0.01","17,329,031",,,
827,100700,세운메디칼,"3,420","-190","-5.3","264,186","924,900,515","3,635","3,635","3,420","149,796,000,000","0.01","43,800,000",,,
828,206560,덱스터,"6,070","-470","-7.2","382,404","2,369,547,420","6,610","6,610","6,050","149,625,676,030","0.01","24,650,029",,,
829,074430,아미노로직스,"1,700","-110","-6.1","566,938","967,048,165","1,790","1,840","1,660","149,305,634,800","0.01","87,826,844",,,
830,299910,베스파,"18,600","-750","-3.9","26,122","482,931,150","19,000","19,450","18,050","149,107,290,600","0.01","8,016,521",,,
831,054450,텔레칩스,"11,000","-300","-2.6","96,545","1,071,307,900","11,200","11,350","10,950","148,565,021,000","0.01","13,505,911",,,
832,067170,오텍,"9,650","-650","-6.3","241,818","2,403,984,090","10,400","10,400","9,650","148,528,988,250","0.01","15,391,605",,,
833,131390,피앤이솔루션,"10,400","-850","-7.6","214,997","2,293,891,600","11,150","11,200","10,400","148,512,000,000","0.01","14,280,000",,,
834,117580,대성에너지,"5,400","-70","-1.3","14,059","76,229,220","5,450","5,480","5,400","148,500,000,000","0.01","27,500,000",,,
835,039570,HDC아이콘트롤스,"9,020","-260","-2.8","19,182","173,356,560","8,900","9,370","8,900","148,469,200,000","0.01","16,460,000",,,
836,089890,코세스,"8,800","-390","-4.2","246,951","2,187,588,480","9,190","9,280","8,700","148,297,265,600","0.01","16,851,962",,,
837,005420,코스모화학,"9,190","-910","-9.0","377,686","3,542,997,190","10,000","10,100","9,180","148,058,481,750","0.01","16,110,825",,,
838,054620,APS홀딩스,"7,250","-750","-9.4","446,881","3,382,451,840","7,960","8,050","7,250","147,858,102,250","0.01","20,394,221",,,
839,054670,대한뉴팜,"10,300","-1,050","-9.2","324,651","3,444,478,950","11,250","11,350","10,200","147,855,676,000","0.01","14,354,920",,,
840,256630,포인트엔지니어링,"2,760","-140","-4.8","579,757","1,618,459,580","2,900","2,920","2,735","147,660,000,000","0.01","53,500,000",,,
841,033110,코너스톤네트웍스,"1,280","105","8.9","4,902,189","5,964,427,460","1,140","1,320","1,080","147,420,660,480","0.01","115,172,391",,,
842,067830,세이브존I&C,"3,580","-125","-3.4","15,499","55,967,240","3,705","3,705","3,580","146,926,404,100","0.01","41,040,895",,,
843,096775,SK이노베이션우,"117,500","-2,000","-1.7","7,721","913,904,000","120,500","120,500","117,500","146,690,055,000","0.01","1,248,426",,,
844,002450,삼익악기,"1,620","-140","-8.0","1,161,511","1,943,373,300","1,750","1,765","1,620","146,660,082,300","0.01","90,530,915",,,
845,078000,텔코웨어,"15,100","-500","-3.2","23,112","348,906,300","15,650","15,650","14,850","146,510,860,600","0.01","9,702,706",,,
846,263920,블러썸엠앤씨,"15,500","500","3.3","190,110","2,691,758,700","14,800","15,500","13,500","146,504,388,000","0.01","9,451,896",,,
847,196490,디에이테크놀로지,"2,775","-215","-7.2","728,012","2,049,813,980","2,990","2,995","2,755","145,739,553,450","0.01","52,518,758",,,
848,090470,제이스텍,"9,960","-540","-5.1","83,136","838,447,600","10,500","10,500","9,860","145,394,167,680","0.01","14,597,808",,,
849,214430,아이쓰리시스템,"20,450","-1,250","-5.8","57,567","1,203,644,100","21,900","22,100","20,450","145,333,242,000","0.01","7,106,760",,,
850,089970,에이피티씨,"6,250","-400","-6.0","110,516","686,469,820","6,650","6,660","6,030","145,216,218,750","0.01","23,234,595",,,
851,018310,삼목에스폼,"9,850","-300","-3.0","37,884","377,340,530","10,200","10,250","9,830","144,795,000,000","0.01","14,700,000",,,
852,023600,삼보판지,"8,900","-290","-3.2","97,335","869,094,770","9,110","9,190","8,830","143,913,000,000","0.01","16,170,000",,,
853,004890,동일산업,"59,100","-900","-1.5","4,899","288,033,600","59,100","60,000","58,200","143,330,206,500","0.01","2,425,215",,,
854,038390,레드캡투어,"16,650","-200","-1.2","5,007","83,817,150","16,950","17,000","16,550","143,014,842,000","0.01","8,589,480",,,
855,299900,위지윅스튜디오,"15,500","0","0.0","156,084","2,435,712,100","15,400","16,050","15,100","142,809,358,500","0.01","9,213,507",,,
856,007980,태평양물산,"2,850","-80","-2.7","53,437","153,548,825","2,885","2,965","2,850","142,248,464,700","0.01","49,911,742",,,
857,024810,이화전기,"236","-12","-4.8","6,191,852","1,485,800,512","253","253","235","142,079,779,268","0.01","602,032,963",,,
858,005950,이수화학,"9,280","-70","-0.8","14,287","131,017,630","9,350","9,350","9,090","141,779,840,000","0.01","15,278,000",,,
859,900140,엘브이엠씨홀딩스,"2,770","-120","-4.2","101,885","282,670,545","2,825","2,935","2,710","141,603,616,030","0.01","51,120,439",,,
860,307930,컴퍼니케이,"9,050","-1,050","-10.4","922,373","8,752,171,330","10,050","10,100","9,050","141,270,500,000","0.01","15,610,000",,,
861,006220,제주은행,"4,395","-100","-2.2","16,693","73,430,105","4,530","4,530","4,305","141,205,961,730","0.01","32,128,774",,,
862,290670,대보마그네틱,"43,650","0","0.0","17,309","751,782,000","43,000","45,450","42,900","141,102,990,000","0.01","3,232,600",,,
863,052790,액토즈소프트,"12,450","-850","-6.4","85,761","1,096,362,350","13,300","13,800","12,450","141,066,443,100","0.01","11,330,638",,,
864,232140,와이아이케이,"2,280","-300","-11.6","478,249","1,132,222,685","2,555","2,595","2,280","140,877,679,680","0.01","61,788,456",,,
865,006405,삼성SDI우,"87,000","-1,600","-1.8","1,861","162,215,400","88,800","88,800","86,300","140,756,952,000","0.01","1,617,896",,,
866,108490,로보티즈,"12,500","-1,350","-9.8","178,738","2,304,362,750","13,750","13,850","12,400","140,637,500,000","0.01","11,251,000",,,
867,267290,경동도시가스,"29,800","-100","-0.3","12,279","361,453,700","29,800","29,900","29,100","140,568,477,400","0.01","4,717,063",,,
868,090350,노루페인트,"7,000","-120","-1.7","112,405","789,144,690","7,240","7,240","6,940","140,000,000,000","0.01","20,000,000",,,
869,003460,유화증권,"12,300","-300","-2.4","6,230","77,200,750","12,600","12,650","12,050","139,487,940,900","0.01","11,340,483",,,
870,014200,광림,"2,810","-200","-6.6","725,796","2,083,765,740","2,980","2,980","2,810","139,443,971,090","0.01","49,624,189",,,
871,171120,라이온켐텍,"7,570","-260","-3.3","20,299","152,235,750","7,740","7,830","7,360","138,974,132,660","0.01","18,358,538",,,
872,007680,대원,"12,550","-1,150","-8.4","77,841","1,012,716,400","13,850","13,850","12,550","138,677,500,000","0.01","11,050,000",,,
873,142760,바이오리더스,"7,840","-570","-6.8","114,467","919,417,690","8,410","8,590","7,840","138,634,602,400","0.01","17,682,985",,,
874,001460,BYC,"221,500","-8,500","-3.7","2,201","490,498,500","230,000","230,000","215,000","138,352,222,500","0.01","624,615",,,
875,065650,메디프론,"4,695","-285","-5.7","99,336","474,035,580","4,905","4,975","4,695","138,216,635,535","0.01","29,439,113",,,
876,025620,제이준코스메틱,"5,210","-270","-4.9","405,401","2,205,612,310","5,410","5,630","5,210","138,190,998,640","0.01","26,524,184",,,
877,015860,일진홀딩스,"2,800","-165","-5.6","124,034","354,286,640","2,930","2,975","2,790","138,172,952,400","0.01","49,347,483",,,
878,038880,아이에이,"572","-37","-6.1","2,005,526","1,175,957,966","615","615","565","138,090,684,732","0.01","241,417,281",,,
879,037070,파세코,"9,850","90","0.9","1,038,239","10,272,228,390","9,760","10,300","9,510","137,900,000,000","0.01","14,000,000",,,
880,063160,종근당바이오,"26,300","-1,150","-4.2","93,789","2,503,692,450","27,650","28,050","25,950","137,535,560,700","0.01","5,229,489",,,
881,000230,일동홀딩스,"12,500","-100","-0.8","4,537","56,072,750","12,850","12,900","12,200","137,532,337,500","0.01","11,002,587",,,
882,065130,탑엔지니어링,"8,600","-1,050","-10.9","418,027","3,726,129,230","9,540","9,600","8,600","137,395,810,200","0.01","15,976,257",,,
883,078890,가온미디어,"9,290","-590","-6.0","485,338","4,607,026,850","9,970","9,970","9,290","137,348,794,650","0.01","14,784,585",,,
884,190510,나무가,"40,000","-1,100","-2.7","24,980","994,544,950","41,050","41,050","38,500","137,262,000,000","0.01","3,431,550",,,
885,000520,삼일제약,"21,100","-1,300","-5.8","46,219","997,110,800","22,000","22,700","21,100","137,150,000,000","0.01","6,500,000",,,
886,007210,벽산,"2,000","-70","-3.4","203,340","414,487,320","2,130","2,145","1,995","137,120,000,000","0.01","68,560,000",,,
887,038160,팍스넷,"12,350","-100","-0.8","1,358,077","17,221,519,750","12,550","13,300","12,350","136,807,384,350","0.01","11,077,521",,,
888,006380,카프로,"3,410","-185","-5.2","193,831","671,897,860","3,560","3,610","3,405","136,400,000,000","0.01","40,000,000",,,
889,001390,KG케미칼,"10,950","-250","-2.2","1,003,061","11,986,982,550","11,800","12,950","10,950","136,388,009,700","0.01","12,455,526",,,
890,277880,티에스아이,"17,500","0","0.0","0","0","0","0","0","136,320,887,500","0.01","7,789,765",,,
891,251630,브이원텍,"9,050","-650","-6.7","107,252","998,131,510","9,500","9,700","8,700","136,207,749,000","0.01","15,050,580",,,
892,101490,에스앤에스텍,"6,900","-590","-7.9","796,106","5,611,351,900","7,400","7,460","6,870","136,173,783,900","0.01","19,735,331",,,
893,083640,인콘,"1,955","-45","-2.2","2,745,615","5,315,641,970","1,975","1,990","1,865","136,129,431,965","0.01","69,631,423",,,
894,100250,진양홀딩스,"2,435","-75","-3.0","74,472","182,734,635","2,535","2,535","2,430","136,105,036,020","0.01","55,895,292",,,
895,241770,메카로,"13,500","-800","-5.6","107,627","1,499,781,550","14,450","14,700","13,500","136,007,640,000","0.01","10,074,640",,,
896,004310,현대약품,"4,240","-300","-6.6","706,610","3,065,915,745","4,530","4,530","4,240","135,680,000,000","0.01","32,000,000",,,
897,096240,청담러닝,"17,650","-400","-2.2","31,218","552,103,050","18,100","18,150","17,500","135,457,590,150","0.01","7,674,651",,,
898,009460,한창제지,"2,270","-380","-14.3","4,697,539","11,199,323,670","2,620","2,625","2,245","135,445,193,220","0.01","59,667,486",,,
899,143210,핸즈코퍼레이션,"6,170","-60","-1.0","8,444","50,766,300","6,230","6,230","5,770","134,896,363,560","0.01","21,863,268",,,
900,166480,코아스템,"8,580","-730","-7.8","86,655","772,333,440","9,220","9,360","8,580","134,855,635,200","0.01","15,717,440",,,
901,024090,디씨엠,"11,500","-250","-2.1","6,005","68,960,800","12,200","12,200","11,450","134,550,000,000","0.01","11,700,000",,,
902,005430,한국공항,"42,400","-1,150","-2.6","4,418","187,458,450","43,000","43,650","41,500","134,253,452,000","0.01","3,166,355",,,
903,038680,에스넷,"8,350","-590","-6.6","763,453","6,515,781,660","8,920","8,920","8,340","134,228,045,250","0.01","16,075,215",,,
904,241690,유니테크노,"11,250","-150","-1.3","15,798","176,173,700","11,250","11,550","10,900","134,184,600,000","0.01","11,927,520",,,
905,021320,KCC건설,"6,270","-190","-2.9","98,638","618,941,220","6,300","6,460","6,200","134,178,000,000","0.01","21,400,000",,,
906,093230,이아이디,"338","-27","-7.4","33,702,758","11,621,727,917","370","375","334","133,404,779,248","0.01","394,688,696",,,
907,060230,이그잭스,"1,860","-115","-5.8","379,274","712,573,755","1,935","1,975","1,835","132,830,041,860","0.01","71,414,001",,,
908,089010,켐트로닉스,"9,550","-500","-5.0","193,261","1,849,760,790","10,050","10,050","9,360","132,795,443,100","0.01","13,905,282",,,
909,004200,고려개발,"4,355","55","1.3","27,208","116,239,155","4,395","4,395","4,110","132,561,361,595","0.01","30,438,889",,,
910,111870,삼본전자,"2,580","-340","-11.6","1,445,785","3,943,107,030","2,880","2,915","2,580","132,539,760,000","0.01","51,372,000",,,
911,153710,옵티팜,"9,210","-790","-7.9","140,525","1,341,888,240","9,990","10,100","9,210","132,419,151,180","0.01","14,377,758",,,
