종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
023590,다우기술,"19,800","-50","0.25","19,850","19,800","20,938","415,656,300","19,700","20,100","19,700","500",원(KRW),"44,866,617","888,359,016,600",
032190,다우데이타,"7,930","30","0.38","7,950","7,930","17,888","141,158,530","7,800","7,950","7,800","500",원(KRW),"38,300,000","303,719,000,000",
323350,다원넥스뷰,"18,050","0","0.00","20,000","15,500","0","0","0","0","0","500",원(KRW),"700,000","12,635,000,000",
068240,다원시스,"12,800","300","2.40","12,800","12,750","120,406","1,511,914,400","12,450","12,800","12,300","500",원(KRW),"26,799,958","343,039,462,400",
086080,다이노나,"4,445","95","2.18","4,445","4,350","6,777","29,202,315","4,580","4,580","4,110","500",원(KRW),"15,346,481","68,215,108,045",
271850,다이오진,"1,285","155","13.72","1,275","1,125","1","1,285","1,285","1,285","1,285","100",원(KRW),"3,000,000","3,855,000,000",
019680,대교,"6,050","-100","1.63","6,050","6,040","39,837","241,734,610","6,060","6,160","6,040","500",원(KRW),"84,702,850","512,452,242,500",
019685,대교우B,"4,205","-30","0.71","4,205","4,190","5,562","23,370,985","4,220","4,225","4,190","500",원(KRW),"19,426,990","81,690,492,950",
006370,대구백화점,"5,660","140","2.54","5,670","5,660","5,217","29,672,800","5,520","5,820","5,520","5,000",원(KRW),"10,821,611","61,250,318,260",
008060,대덕전자,"9,650","40","0.42","9,650","9,640","174,812","1,691,829,950","9,620","9,790","9,610","500",원(KRW),"78,006,972","752,767,279,800",
00806K,대덕전자1우,"6,070","20","0.33","6,080","6,040","1,315","7,948,250","6,050","6,100","6,020","500",원(KRW),"3,307,876","20,078,807,320",
178600,대동고려삼,"7,390","910","14.04","6,500","5,510","1","7,390","7,390","7,390","7,390","500",원(KRW),"4,449,600","32,882,544,000",
000490,대동공업,"5,090","90","1.80","5,090","5,080","50,167","251,420,095","5,000","5,110","4,950","1,000",원(KRW),"23,728,210","120,776,588,900",
020400,대동금속,"10,400","-50","0.48","10,400","10,250","1,676","17,283,150","10,450","10,450","10,150","1,000",원(KRW),"2,531,880","26,331,552,000",
008830,대동기어,"3,195","55","1.75","3,195","3,095","1,256","3,909,960","3,140","3,300","3,050","500",원(KRW),"8,987,520","28,715,126,400",
048470,대동스틸,"5,700","200","3.64","5,710","5,700","55,563","314,355,980","5,600","5,790","5,500","500",원(KRW),"10,000,000","57,000,000,000",
008110,대동전자,"4,270","0","0.00","4,270","4,180","33,728","142,352,950","4,500","4,500","4,100","500",원(KRW),"10,490,447","44,794,208,690",
004780,대륙제관,"4,180","-85","1.99","4,185","4,180","29,886","125,146,265","4,240","4,300","4,165","500",원(KRW),"15,903,199","66,475,371,820",
005750,대림B&Co,"3,915","25","0.64","3,915","3,900","13,636","53,278,800","3,870","3,940","3,860","1,000",원(KRW),"16,672,240","65,271,819,600",
000210,대림산업,"99,400","100","0.10","99,500","99,400","146,339","14,717,313,600","98,100","104,000","98,000","5,000",원(KRW),"34,800,000","3,459,120,000,000",
000215,대림산업우,"40,000","-200","0.50","40,250","40,000","10,720","433,450,250","40,200","41,450","39,900","5,000",원(KRW),"3,800,000","152,000,000,000",
004440,대림씨엔에스,"7,300","50","0.69","7,300","7,290","6,533","47,293,030","7,160","7,300","7,160","1,000",원(KRW),"12,731,947","92,943,213,100",
017650,대림제지,"1,430","35","2.51","1,435","1,430","158,034","224,997,085","1,385","1,445","1,365","100",원(KRW),"45,000,000","64,350,000,000",
006570,대림통상,"4,130","-10","0.24","4,130","4,100","233","962,295","4,140","4,140","4,080","1,000",원(KRW),"15,225,000","62,879,250,000",
007720,대명코퍼레이션,"1,660","10","0.61","1,670","1,660","270,883","451,915,810","1,670","1,700","1,645","500",원(KRW),"100,800,450","167,328,747,000",
317850,대모,"8,580","-140","1.61","8,600","8,580","572,350","4,986,888,990","8,810","8,930","8,560","500",원(KRW),"8,324,420","71,423,523,600",
290670,대보마그네틱,"38,250","600","1.59","38,550","38,250","6,828","261,410,450","38,250","38,800","37,500","500",원(KRW),"3,232,600","123,646,950,000",
078140,대봉엘에스,"7,010","300","4.47","7,050","7,010","469,637","3,446,800,010","6,940","7,900","6,720","500",원(KRW),"11,086,579","77,716,918,790",
001680,대상,"21,500","-250","1.15","21,550","21,500","162,218","3,462,433,050","21,750","21,750","21,150","1,000",원(KRW),"34,648,025","744,932,537,500",
001685,대상우,"12,450","-150","1.19","12,500","12,450","5,238","65,148,050","12,600","12,700","12,350","1,000",원(KRW),"1,370,223","17,059,276,350",
084690,대상홀딩스,"6,100","-60","0.97","6,100","6,090","96,093","583,722,540","6,160","6,250","5,990","1,000",원(KRW),"36,212,538","220,896,481,800",
084695,대상홀딩스우,"6,400","-190","2.88","6,400","6,390","123,241","790,537,520","6,580","6,710","6,300","1,000",원(KRW),"913,482","5,846,284,800",
036480,대성미생물,"14,600","200","1.39","14,600","14,450","21,826","312,126,800","14,150","14,600","13,950","500",원(KRW),"3,800,000","55,480,000,000",
128820,대성산업,"4,085","160","4.08","4,085","4,070","87,583","353,180,400","3,925","4,100","3,925","5,000",원(KRW),"45,235,478","184,786,927,630",
117580,대성에너지,"5,260","0","0.00","5,260","5,250","2,312","12,136,930","5,260","5,260","5,230","1,000",원(KRW),"27,500,000","144,650,000,000",
025440,대성엘텍,"712","17","2.45","712","708","83,749","59,112,143","695","716","686","500",원(KRW),"99,661,343","70,958,876,216",
027830,대성창투,"1,430","5","0.35","1,435","1,430","48,653","69,439,245","1,420","1,440","1,410","500",원(KRW),"40,000,000","57,200,000,000",
104040,대성파인텍,"1,265","20","1.61","1,265","1,260","197,607","247,750,250","1,245","1,270","1,230","100",원(KRW),"31,301,281","39,596,120,465",
016710,대성홀딩스,"7,760","-40","0.51","7,760","7,620","5,625","43,135,720","7,620","7,830","7,610","1,000",원(KRW),"16,089,459","124,854,201,840",
262830,대신밸런스제4호스팩,"2,105","10","0.48","2,105","2,085","38,928","81,801,760","2,095","2,120","2,085","100",원(KRW),"5,010,000","10,546,050,000",
307750,대신밸런스제6호스팩,"2,125","0","0.00","2,125","2,120","500","1,062,500","2,125","2,125","2,125","100",원(KRW),"5,010,000","10,646,250,000",
020180,대신정보통신,"1,240","40","3.33","1,240","1,230","594,360","718,277,070","1,185","1,240","1,185","500",원(KRW),"38,428,915","47,651,854,600",
003540,대신증권,"11,600","100","0.87","11,600","11,550","48,827","564,442,950","11,500","11,700","11,450","5,000",원(KRW),"50,773,400","588,971,440,000",
003547,대신증권2우B,"8,220","40","0.49","8,230","8,210","12,989","106,614,650","8,190","8,240","8,150","5,000",원(KRW),"10,000,000","82,200,000,000",
003545,대신증권우,"9,020","0","0.00","9,030","9,020","57,199","516,093,010","9,030","9,050","8,990","5,000",원(KRW),"26,000,000","234,520,000,000",
045390,대아티아이,"4,695","165","3.64","4,700","4,695","952,046","4,442,553,110","4,640","4,715","4,625","100",원(KRW),"71,151,522","334,056,395,790",
009190,대양금속,"9,420","-420","4.27","9,470","9,420","260,888","2,501,389,630","9,650","9,890","9,200","500",원(KRW),"12,317,933","116,034,928,860",
108380,대양전기공업,"12,150","0","0.00","12,150","12,100","1,081","13,092,000","12,150","12,250","12,000","500",원(KRW),"9,567,333","116,243,095,950",
006580,대양제지,"3,675","175","5.00","3,675","3,665","80,438","291,545,260","3,490","3,680","3,490","500",원(KRW),"26,850,000","98,673,750,000",
014160,대영포장,"1,170","20","1.74","1,170","1,165","1,038,889","1,208,114,520","1,150","1,175","1,145","500",원(KRW),"108,394,549","126,821,622,330",
047040,대우건설,"3,930","10","0.26","3,930","3,925","381,892","1,500,544,205","3,900","3,970","3,880","5,000",원(KRW),"415,622,638","1,633,396,967,340",
009320,대우부품,"2,015","100","5.22","2,015","2,010","1,465,685","2,958,257,910","1,890","2,075","1,890","500",원(KRW),"47,646,375","96,007,445,625",
042660,대우조선해양,"24,600","200","0.82","24,650","24,600","83,468","2,046,445,800","24,500","24,700","24,150","5,000",원(KRW),"107,205,752","2,637,261,499,200",
003090,대웅,"15,800","600","3.95","15,800","15,700","40,732","632,602,200","15,100","15,900","15,000","500",원(KRW),"58,141,980","918,643,284,000",
069620,대웅제약,"163,000","8,500","5.50","163,000","162,500","42,931","6,897,899,500","154,500","163,500","153,000","2,500",원(KRW),"11,586,575","1,888,611,725,000",
007680,대원,"12,800","750","6.22","12,800","12,750","41,000","502,688,700","11,850","12,800","11,800","500",원(KRW),"11,050,000","141,440,000,000",
000430,대원강업,"3,920","70","1.82","3,920","3,915","13,405","52,208,730","3,870","3,925","3,750","500",원(KRW),"62,000,000","243,040,000,000",
311840,대원모방,"23,100","0","0.00","0","19,700","0","0","0","0","0","500",원(KRW),"1,593,280","36,804,768,000",
048910,대원미디어,"6,090","-30","0.49","6,090","6,080","70,906","430,586,480","6,020","6,170","5,990","500",원(KRW),"12,578,946","76,605,781,140",
005710,대원산업,"5,650","160","2.91","5,680","5,650","5,381","29,833,030","5,370","5,690","5,370","500",원(KRW),"20,037,600","113,212,440,000",
006340,대원전선,"1,085","15","1.40","1,090","1,085","310,974","339,267,410","1,075","1,115","1,075","500",원(KRW),"68,107,171","73,896,280,535",
006345,대원전선우,"2,810","55","2.00","2,805","2,785","23,937","66,675,020","2,760","2,870","2,740","500",원(KRW),"2,621,200","7,365,572,000",
003220,대원제약,"14,300","150","1.06","14,350","14,300","13,699","195,668,050","14,100","14,500","14,050","500",원(KRW),"19,662,677","281,176,281,100",
024890,대원화성,"1,400","15","1.08","1,400","1,395","36,099","49,751,595","1,365","1,435","1,365","500",원(KRW),"41,249,152","57,748,812,800",
290380,대유,"10,800","350","3.35","10,850","10,800","47,809","514,820,900","10,600","11,050","10,500","500",원(KRW),"9,052,400","97,765,920,000",
002880,대유에이텍,"930","-3","0.32","933","930","268,910","248,297,706","913","941","905","500",원(KRW),"106,915,987","99,431,867,910",
290120,대유에이피,"7,950","530","7.14","7,960","7,950","629,469","5,032,986,650","7,380","8,640","7,380","500",원(KRW),"10,884,000","86,527,800,000",
000300,대유플러스,"814","23","2.91","814","813","375,690","300,990,269","787","815","773","500",원(KRW),"105,310,960","85,723,121,440",
120240,대정화금,"13,750","-200","1.43","13,850","13,750","95,793","1,335,424,850","14,100","14,150","13,700","500",원(KRW),"7,100,391","97,630,376,250",
003310,대주산업,"1,290","10","0.78","1,295","1,290","55,816","71,638,845","1,275","1,310","1,255","500",원(KRW),"35,392,350","45,656,131,500",
114920,대주이엔티,"2,245","0","0.00","2,450","0","0","0","0","0","0","500",원(KRW),"3,469,500","7,789,027,500",
078600,대주전자재료,"20,850","1,000","5.04","20,850","20,800","474,331","9,847,466,650","19,550","21,250","19,550","500",원(KRW),"14,551,225","303,393,041,250",
012800,대창,"1,165","5","0.43","1,170","1,165","866,735","1,006,402,530","1,155","1,170","1,145","500",원(KRW),"91,140,499","106,178,681,335",
015230,대창단조,"37,900","750","2.02","37,900","37,350","1,575","59,071,800","38,100","38,100","36,600","5,000",원(KRW),"2,000,000","75,800,000,000",
096350,대창솔루션,"403","-3","0.74","404","403","1,330,326","537,188,368","391","412","387","100",원(KRW),"142,095,296","57,264,404,288",
140520,대창스틸,"2,440","5","0.21","2,465","2,440","20,599","50,603,125","2,420","2,485","2,420","500",원(KRW),"20,000,000","48,800,000,000",
131220,대한과학,"5,030","100","2.03","5,030","4,950","19,767","98,269,890","4,950","5,030","4,900","500",원(KRW),"7,454,490","37,496,084,700",
010170,대한광통신,"3,450","20","0.58","3,450","3,445","658,633","2,243,063,640","3,390","3,460","3,335","500",원(KRW),"73,741,625","254,408,606,250",
054670,대한뉴팜,"9,810","100","1.03","9,810","9,800","52,105","506,773,880","9,620","9,820","9,550","500",원(KRW),"14,354,920","140,821,765,200",
001070,대한방직,"19,350","100","0.52","19,350","19,250","15,535","299,056,500","19,300","20,000","19,200","1,000",원(KRW),"5,300,000","102,555,000,000",
023910,대한약품,"31,950","250","0.79","31,950","31,900","4,703","149,555,250","31,700","32,000","31,500","500",원(KRW),"6,000,000","191,700,000,000",
006650,대한유화,"114,500","0","0.00","115,000","114,500","12,641","1,458,186,500","114,500","117,000","113,000","5,000",원(KRW),"6,500,000","744,250,000,000",
001440,대한전선,"583","1","0.17","583","582","579,356","336,248,790","582","590","570","500",원(KRW),"856,473,009","499,323,764,247",
084010,대한제강,"6,740","30","0.45","6,750","6,740","25,030","167,136,760","6,590","6,790","6,590","1,000",원(KRW),"24,646,734","166,118,987,160",
001790,대한제당,"18,400","50","0.27","18,400","18,300","3,168","58,249,550","18,400","18,750","18,250","2,500",원(KRW),"8,840,002","162,656,036,800",
001799,대한제당3우B,"22,000","50","0.23","22,200","22,000","774","16,895,700","21,700","22,300","21,600","2,500",원(KRW),"129,656","2,852,432,000",
001795,대한제당우,"12,750","200","1.59","12,750","12,650","750","9,428,250","12,700","12,950","12,400","2,500",원(KRW),"648,276","8,265,519,000",
001130,대한제분,"181,500","1,500","0.83","181,500","181,000","1,389","249,889,500","180,000","181,500","179,000","5,000",원(KRW),"1,690,000","306,735,000,000",
003490,대한항공,"23,650","-300","1.25","23,650","23,600","311,614","7,356,313,750","23,750","24,000","23,350","5,000",원(KRW),"94,844,634","2,243,075,594,100",
003495,대한항공우,"14,250","50","0.35","14,300","14,250","6,597","92,829,750","14,500","14,500","14,000","5,000",원(KRW),"1,110,794","15,828,814,500",
005880,대한해운,"23,000","-50","0.22","23,100","23,000","36,228","833,680,200","23,100","23,200","22,850","5,000",원(KRW),"24,426,504","561,809,592,000",
003830,대한화섬,"91,900","100","0.11","91,900","91,400","110","10,077,700","91,800","92,000","91,300","5,000",원(KRW),"1,328,000","122,043,200,000",
016090,대현,"2,405","-5","0.21","2,405","2,390","66,218","158,606,940","2,410","2,470","2,380","500",원(KRW),"44,282,310","106,498,955,550",
069460,대호에이엘,"3,945","100","2.60","3,950","3,945","240,630","954,033,845","3,810","4,075","3,810","500",원(KRW),"27,134,839","107,046,939,855",
021040,대호피앤씨,"932","1","0.11","933","932","436,442","404,247,657","927","944","917","500",원(KRW),"73,112,826","68,141,153,832",
021045,대호피앤씨우,"1,315","-5","0.38","1,315","1,310","39,822","51,485,150","1,290","1,360","1,270","500",원(KRW),"4,242,466","5,578,842,790",
067080,대화제약,"12,400","350","2.90","12,400","12,350","68,284","835,801,800","12,050","12,450","12,050","500",원(KRW),"18,224,974","225,989,677,600",
192080,더블유게임즈,"54,900","-900","1.61","55,000","54,900","36,313","1,993,793,600","55,700","55,700","54,500","500",원(KRW),"18,260,502","1,002,501,559,800",
035290,더블유에프엠,"3,650","155","4.43","3,650","3,645","196,375","695,435,530","3,490","3,650","3,360","500",원(KRW),"23,931,773","87,350,971,450",
012510,더존비즈온,"73,200","1,900","2.66","73,200","73,100","123,440","8,947,860,850","71,300","73,400","70,800","500",원(KRW),"29,672,700","2,172,041,640,000",
302920,더콘텐츠온,"13,600","-2,300","14.47","16,350","13,600","101","1,556,750","15,450","15,450","13,600","500",원(KRW),"2,599,980","35,359,728,000",
213420,덕산네오룩스,"16,100","350","2.22","16,150","16,100","243,866","3,869,385,750","15,700","16,200","15,400","200",원(KRW),"24,010,012","386,561,193,200",
317330,덕산테코피아,"17,800","850","5.01","17,800","17,750","1,046,272","18,533,497,350","17,300","18,450","17,000","500",원(KRW),"18,377,428","327,118,218,400",
077360,덕산하이메탈,"5,120","0","0.00","5,130","5,120","107,551","551,669,530","5,070","5,230","5,030","200",원(KRW),"22,718,501","116,318,725,120",
004830,덕성,"3,470","30","0.87","3,475","3,470","169,139","582,049,300","3,540","3,540","3,370","500",원(KRW),"15,680,000","54,409,600,000",
004835,덕성우,"3,940","45","1.16","3,945","3,940","32,472","126,449,965","3,820","3,965","3,820","500",원(KRW),"1,392,000","5,484,480,000",
090410,덕신하우징,"1,360","30","2.26","1,360","1,355","171,955","231,777,765","1,305","1,380","1,305","100",원(KRW),"40,060,000","54,481,600,000",
024900,덕양산업,"1,155","30","2.67","1,160","1,155","83,832","95,862,510","1,110","1,165","1,110","500",원(KRW),"32,564,980","37,612,551,900",
263600,덕우전자,"4,350","-60","1.36","4,370","4,350","187,948","810,716,900","4,260","4,455","4,200","500",원(KRW),"15,930,310","69,296,848,500",
194480,데브시스터즈,"7,340","10","0.14","7,340","7,320","713","5,245,940","7,380","7,440","7,280","500",원(KRW),"11,204,370","82,240,075,800",
263800,데이타솔루션,"3,145","55","1.78","3,150","3,145","99,399","307,880,625","3,120","3,145","3,035","500",원(KRW),"15,718,580","49,434,934,100",
199150,데이터스트림즈,"3,600","-180","4.76","3,600","3,220","0","0","0","0","0","500",원(KRW),"4,097,598","14,751,352,800",
139050,데일리블록체인,"644","21","3.37","644","642","546,830","347,287,359","623","649","606","500",원(KRW),"44,887,261","28,907,396,084",
017680,데코앤이,"1,460","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"14,585,615","21,294,997,900",
206560,덱스터,"6,190","100","1.64","6,190","6,180","104,951","642,255,890","5,960","6,190","5,960","500",원(KRW),"24,657,529","152,630,104,510",
145720,덴티움,"74,200","100","0.13","74,300","74,200","32,400","2,416,501,800","74,000","75,700","73,600","500",원(KRW),"11,068,830","821,307,186,000",
067990,도이치모터스,"8,510","10","0.12","8,540","8,510","203,926","1,740,948,120","8,510","8,630","8,430","500",원(KRW),"28,037,345","238,597,805,950",
002150,도화엔지니어링,"8,830","230","2.67","8,830","8,800","106,188","934,787,510","8,770","8,910","8,680","500",원(KRW),"33,720,000","297,747,600,000",
006620,동구바이오제약,"13,450","550","4.26","13,450","13,400","47,431","627,586,200","12,750","13,500","12,750","500",원(KRW),"9,604,000","129,173,800,000",
100130,동국S&C,"1,800","15","0.84","1,805","1,800","109,031","195,163,195","1,760","1,815","1,750","500",원(KRW),"57,143,000","102,857,400,000",
005160,동국산업,"2,345","25","1.08","2,345","2,340","71,131","166,227,940","2,315","2,360","2,305","1,000",원(KRW),"54,244,482","127,203,310,290",
075970,동국알앤에스,"2,440","25","1.04","2,450","2,440","307,637","752,570,400","2,420","2,480","2,405","1,000",원(KRW),"18,400,000","44,896,000,000",
001230,동국제강,"6,080","0","0.00","6,080","6,050","136,757","826,119,220","6,040","6,090","5,960","5,000",원(KRW),"95,432,737","580,231,040,960",
086450,동국제약,"66,800","-500","0.74","66,800","66,600","13,515","904,687,000","66,200","68,000","66,200","2,500",원(KRW),"8,892,000","593,985,600,000",
023450,동남합성,"24,900","0","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"3,621,788","90,182,521,200",
004140,동방,"1,710","60","3.64","1,720","1,710","536,552","916,366,070","1,625","1,760","1,625","1,000",원(KRW),"33,465,588","57,226,155,480",
099410,동방선기,"2,180","25","1.16","2,180","2,165","119,216","254,648,940","2,160","2,240","2,085","500",원(KRW),"13,541,002","29,519,384,360",
007590,동방아그로,"6,730","30","0.45","6,730","6,720","7,618","50,777,250","6,700","6,730","6,600","500",원(KRW),"13,617,577","91,646,293,210",
005960,동부건설,"8,890","530","6.34","8,890","8,880","90,486","776,631,360","8,220","8,890","8,220","5,000",원(KRW),"20,882,484","185,645,282,760",
005965,동부건설우,"19,500","1,150","6.27","19,750","19,500","12,446","250,531,550","18,350","21,800","18,300","5,000",원(KRW),"225,732","4,401,774,000",
281740,동부스팩5호,"2,175","0","0.00","2,175","2,165","1,718","3,727,075","2,170","2,175","2,165","100",원(KRW),"4,840,000","10,527,000,000",
016380,동부제철,"6,240","240","4.00","6,240","6,230","24,957","156,600,060","5,740","6,590","5,740","5,000",원(KRW),"27,233,424","169,936,565,760",
016385,동부제철우,"29,450","1,300","4.62","29,450","29,400","16,167","484,542,950","28,150","32,300","27,550","5,000",원(KRW),"160,156","4,716,594,200",
083370,동북아12호,"5,000","40","0.81","5,000","4,990","1,157","5,786,315","4,995","5,010","4,995","5,000",원(KRW),"1,585,660","7,928,300,000",
083380,동북아13호,"4,980","25","0.50","4,985","4,980","2,794","13,893,705","4,965","4,985","4,965","5,000",원(KRW),"1,585,660","7,896,586,800",
026960,동서,"17,100","-150","0.87","17,100","17,050","24,406","417,326,300","17,100","17,250","17,050","500",원(KRW),"99,700,000","1,704,870,000,000",
002210,동성제약,"15,700","0","0.00","15,750","15,700","725,240","11,454,116,250","15,700","16,100","15,450","1,000",원(KRW),"26,070,748","409,310,743,600",
102260,동성코퍼레이션,"5,250","-90","1.69","5,290","5,250","50,588","268,122,040","5,340","5,390","5,240","1,000",원(KRW),"45,444,970","238,586,092,500",
033500,동성화인텍,"7,850","200","2.61","7,850","7,830","98,592","768,801,810","7,660","7,880","7,570","500",원(KRW),"26,983,609","211,821,330,650",
005190,동성화학,"16,800","350","2.13","16,800","16,650","6,394","106,424,050","16,500","16,800","16,400","1,000",원(KRW),"5,335,564","89,637,475,200",
025950,동신건설,"5,460","170","3.21","5,460","5,450","2,657","14,403,930","5,400","5,480","5,290","500",원(KRW),"8,400,000","45,864,000,000",
000640,동아쏘시오홀딩스,"82,800","-100","0.12","82,800","82,700","6,419","530,990,900","82,900","84,000","81,200","5,000",원(KRW),"6,138,297","508,250,991,600",
170900,동아에스티,"83,100","0","0.00","83,200","83,100","6,918","571,459,200","82,500","83,400","81,800","5,000",원(KRW),"8,443,868","701,685,430,800",
088130,동아엘텍,"7,730","150","1.98","7,730","7,710","43,483","331,135,110","7,600","7,740","7,430","500",원(KRW),"10,913,432","84,360,829,360",
028100,동아지질,"22,400","1,600","7.69","22,400","22,350","209,176","4,592,439,550","21,150","22,450","21,000","500",원(KRW),"11,500,000","257,600,000,000",
282690,동아타이어,"12,450","200","1.63","12,450","12,250","838","10,318,450","12,250","12,450","12,250","500",원(KRW),"13,733,015","170,976,036,750",
041930,동아화성,"4,720","165","3.62","4,730","4,720","571,675","2,730,659,455","4,520","4,940","4,495","500",원(KRW),"15,800,000","74,576,000,000",
001520,동양,"1,550","0","0.00","1,550","1,545","128,947","199,135,550","1,535","1,560","1,530","500",원(KRW),"238,684,063","369,960,297,650",
001527,동양2우B,"10,100","0","0.00","10,100","9,950","88","888,100","10,000","10,100","9,950","500",원(KRW),"308,569","3,116,546,900",
001529,동양3우B,"27,950","0","0.00","27,950","27,800","270","7,449,350","27,550","28,700","27,000","500",원(KRW),"89,722","2,507,729,900",
084670,동양고속,"25,950","250","0.97","25,950","25,900","1,052","27,340,000","25,700","26,400","25,600","5,000",원(KRW),"2,895,569","75,140,015,550",
030790,동양네트웍스,"1,555","45","2.98","1,560","1,555","1,116,332","1,730,822,805","1,515","1,600","1,485","500",원(KRW),"101,228,149","157,409,771,695",
002900,동양물산,"1,305","10","0.77","1,310","1,305","406,074","526,125,605","1,285","1,330","1,265","500",원(KRW),"65,388,900","85,332,514,500",
082640,동양생명,"3,635","65","1.82","3,635","3,630","36,583","131,818,810","3,555","3,650","3,515","5,000",원(KRW),"161,358,585","586,538,456,475",
060380,동양에스텍,"2,740","-80","2.84","2,790","2,740","9,551","26,443,095","2,820","2,820","2,730","500",원(KRW),"10,000,000","27,400,000,000",
001525,동양우,"8,180","-20","0.24","8,190","8,180","769","6,084,890","8,200","8,200","7,800","500",원(KRW),"617,731","5,053,039,580",
079960,동양이엔피,"11,400","150","1.33","11,400","11,350","25,905","292,668,700","11,350","11,500","11,150","500",원(KRW),"7,860,000","89,604,000,000",
008970,동양철관,"1,130","15","1.35","1,135","1,130","540,928","610,136,790","1,120","1,140","1,110","500",원(KRW),"118,885,290","134,340,377,700",
228340,동양파일,"4,100","50","1.23","4,105","4,100","239,999","971,191,530","4,040","4,140","3,955","500",원(KRW),"20,000,000","82,000,000,000",
092780,동양피스톤,"4,480","-40","0.88","4,490","4,480","41,439","185,996,770","4,405","4,550","4,405","500",원(KRW),"13,168,460","58,994,700,800",
104460,동양피엔에프,"9,120","-20","0.22","9,120","9,090","44,688","407,224,280","9,140","9,250","8,970","500",원(KRW),"10,713,625","97,708,260,000",
088910,동우팜투테이블,"3,500","5","0.14","3,510","3,495","51,308","179,114,210","3,495","3,515","3,435","500",원(KRW),"25,831,764","90,411,174,000",
094170,동운아나텍,"5,690","40","0.71","5,700","5,690","50,542","287,066,780","5,650","5,750","5,620","500",원(KRW),"13,618,450","77,488,980,500",
049770,동원F&B,"219,000","-4,000","1.79","219,000","218,500","6,577","1,445,998,500","223,000","223,000","218,500","5,000",원(KRW),"3,859,124","845,148,156,000",
013120,동원개발,"4,315","-70","1.60","4,325","4,315","50,811","220,002,245","4,375","4,410","4,300","500",원(KRW),"90,808,100","391,836,951,500",
018500,동원금속,"820","23","2.89","820","819","40,982","32,327,916","785","825","771","500",원(KRW),"46,754,933","38,339,045,060",
006040,동원산업,"227,000","1,000","0.44","227,000","226,000","1,005","227,561,500","228,000","229,500","225,000","5,000",원(KRW),"3,677,641","834,824,507,000",
030720,동원수산,"9,400","100","1.08","9,420","9,400","1,035,405","9,831,954,900","9,390","9,760","9,150","5,000",원(KRW),"4,653,805","43,745,767,000",
014820,동원시스템즈,"35,050","-250","0.71","35,050","35,000","11,350","396,670,150","35,300","35,300","34,700","5,000",원(KRW),"25,618,511","897,928,810,550",
014825,동원시스템즈우,"26,100","0","0.00","26,300","26,100","258","6,735,950","26,300","26,700","26,000","5,000",원(KRW),"265,358","6,925,843,800",
163560,동일고무벨트,"5,490","20","0.37","5,490","5,470","5,736","31,321,370","5,470","5,500","5,390","500",원(KRW),"13,350,000","73,291,500,000",
109860,동일금속,"11,500","-150","1.29","11,550","11,500","13,012","149,079,200","11,850","11,850","11,400","500",원(KRW),"7,000,000","80,500,000,000",
032960,동일기연,"12,350","50","0.41","12,350","12,300","400","4,918,050","12,300","12,500","12,200","500",원(KRW),"3,284,246","40,560,438,100",
004890,동일산업,"58,000","-200","0.34","58,000","57,900","706","40,854,000","58,800","58,800","57,300","5,000",원(KRW),"2,425,215","140,662,470,000",
002690,동일제강,"2,655","70","2.71","2,660","2,655","26,943","70,664,380","2,550","2,655","2,550","500",원(KRW),"15,000,000","39,825,000,000",
023790,동일철강,"3,890","85","2.23","3,890","3,825","5,564","21,559,115","3,800","3,900","3,775","500",원(KRW),"7,345,085","28,572,380,650",
005290,동진쎄미켐,"14,900","50","0.34","14,950","14,900","2,319,919","34,615,203,350","14,700","15,250","14,650","500",원(KRW),"51,414,494","766,075,960,600",
025900,동화기업,"17,450","300","1.75","17,450","17,400","23,454","400,942,350","17,150","17,450","16,850","500",원(KRW),"20,198,382","352,461,765,900",
000020,동화약품,"8,920","-50","0.56","8,920","8,910","7,387","65,715,030","9,000","9,000","8,840","1,000",원(KRW),"27,931,470","249,148,712,400",
000150,두산,"91,600","-500","0.54","91,600","91,500","48,665","4,501,706,500","92,200","93,400","91,400","5,000",원(KRW),"18,238,102","1,670,610,143,200",
000157,두산2우B,"75,200","0","0.00","75,200","74,700","49","3,685,100","75,200","75,800","74,600","5,000",원(KRW),"985,685","74,123,512,000",
011160,두산건설,"1,315","-5","0.38","1,315","1,310","59,608","78,972,365","1,335","1,340","1,310","500",원(KRW),"324,657,153","426,924,156,195",
241560,두산밥캣,"35,750","0","0.00","35,800","35,750","100,528","3,620,465,500","35,150","36,450","35,150","500",원(KRW),"100,249,166","3,583,907,684,500",
000155,두산우,"73,400","-100","0.14","73,400","73,200","1,961","144,207,800","73,600","74,900","72,900","5,000",원(KRW),"4,411,074","323,772,831,600",
042670,두산인프라코어,"5,690","-50","0.87","5,700","5,690","581,013","3,310,262,280","5,700","5,760","5,650","5,000",원(KRW),"208,161,279","1,184,437,677,510",
034020,두산중공업,"5,410","100","1.88","5,410","5,400","655,636","3,523,812,890","5,340","5,430","5,280","5,000",원(KRW),"202,146,875","1,093,614,593,750",
