종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
005690,파미셀,"7,740","440","6.03","7,740","7,730","2,097,508","16,011,875,490","7,220","7,940","7,120","500",원(KRW),"59,958,950","464,082,273,000",
177830,파버나인,"3,930","5","0.13","3,930","3,910","25,623","99,811,070","3,960","3,965","3,850","500",원(KRW),"10,834,424","42,579,286,320",
037070,파세코,"8,200","10","0.12","8,220","8,200","161,532","1,319,828,030","8,150","8,260","8,070","500",원(KRW),"14,000,000","114,800,000,000",
150900,파수닷컴,"3,810","-45","1.17","3,830","3,810","19,268","72,718,180","3,855","3,855","3,750","500",원(KRW),"9,607,216","36,603,492,960",
037030,파워넷,"3,405","-30","0.87","3,405","3,400","97,779","333,126,305","3,405","3,455","3,350","1,000",원(KRW),"12,009,614","40,892,735,670",
047310,파워로직스,"9,610","110","1.16","9,620","9,610","661,888","6,411,092,170","9,610","9,800","9,560","500",원(KRW),"34,420,982","330,785,637,020",
266870,파워풀엑스,"2,195","-80","3.52","2,190","1,950","2,001","3,902,195","1,950","2,195","1,950","500",원(KRW),"6,408,680","14,067,052,600",
170790,파이오링크,"6,000","40","0.67","6,000","5,950","18,555","108,981,620","6,100","6,100","5,790","500",원(KRW),"6,856,330","41,137,980,000",
123260,파인넥스,"701","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"24,015,495","16,834,861,995",
049120,파인디앤씨,"1,635","35","2.19","1,635","1,620","38,711","62,298,300","1,555","1,635","1,555","500",원(KRW),"26,359,944","43,098,508,440",
038950,파인디지털,"3,780","95","2.58","3,780","3,775","1,571","5,839,325","3,685","3,785","3,635","500",원(KRW),"10,210,765","38,596,691,700",
278990,파인이엠텍,"4,500","0","0.00","0","3,825","0","0","0","0","0","500",원(KRW),"3,624,222","16,308,999,000",
106240,파인테크닉스,"1,570","165","11.74","1,575","1,570","297,460","439,810,005","1,340","1,570","1,340","500",원(KRW),"37,608,487","59,045,324,590",
131760,파인텍,"1,050","20","1.94","1,055","1,050","333,423","348,389,525","1,030","1,075","1,005","500",원(KRW),"42,921,361","45,067,429,050",
065690,파커스,"3,050","80","2.69","3,050","3,020","28,198","83,587,185","2,910","3,100","2,910","500",원(KRW),"13,963,509","42,588,702,450",
140860,파크시스템스,"37,700","-250","0.66","37,700","37,650","3,406","128,317,600","37,950","37,950","37,150","500",원(KRW),"6,665,055","251,272,573,500",
091700,파트론,"13,500","100","0.75","13,550","13,500","456,860","6,186,000,150","13,450","13,750","13,350","500",원(KRW),"54,156,410","731,111,535,000",
194510,파티게임즈,"536","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"24,488,350","13,125,755,600",
038160,팍스넷,"11,600","-50","0.43","11,600","11,550","774,095","9,116,138,050","11,850","12,250","11,450","500",원(KRW),"11,077,521","128,499,243,600",
202960,판도라티비,"799","-41","4.88","799","715","14,174","10,139,401","715","838","715","500",원(KRW),"11,915,582","9,520,550,018",
032800,판타지오,"590","7","1.20","590","586","237,308","139,140,196","583","592","579","500",원(KRW),"72,703,943","42,895,326,370",
043090,팜스웰바이오,"2,355","25","1.07","2,375","2,355","184,854","438,599,625","2,285","2,425","2,285","500",원(KRW),"28,986,693","68,263,662,015",
036580,팜스코,"5,040","10","0.20","5,060","5,040","34,543","173,673,910","4,920","5,090","4,910","500",원(KRW),"36,727,943","185,108,832,720",
027710,팜스토리,"958","-6","0.62","958","957","205,292","196,892,870","974","974","949","500",원(KRW),"88,347,431","84,636,838,898",
225590,패션플랫폼,"1,345","5","0.37","1,345","1,340","162,595","217,003,340","1,335","1,350","1,320","100",원(KRW),"26,636,713","35,826,378,985",
054300,팬스타엔터프라이즈,"976","37","3.94","976","975","603,487","585,288,269","969","990","953","500",원(KRW),"47,489,849","46,350,092,624",
068050,팬엔터테인먼트,"3,400","-5","0.15","3,400","3,395","17,711","60,344,855","3,410","3,450","3,365","500",원(KRW),"13,742,997","46,726,189,800",
028670,팬오션,"4,270","50","1.18","4,275","4,270","638,416","2,727,450,045","4,200","4,315","4,200","1,000",원(KRW),"534,569,207","2,282,610,513,890",
222110,팬젠,"6,250","0","0.00","6,250","6,240","6,222","38,814,620","6,120","6,350","6,120","500",원(KRW),"9,641,781","60,261,131,250",
010820,퍼스텍,"1,895","60","3.27","1,895","1,885","127,759","238,245,475","1,815","1,900","1,810","500",원(KRW),"46,764,840","88,619,371,800",
016800,퍼시스,"30,400","100","0.33","30,400","30,350","762","23,123,800","30,000","30,400","30,000","1,000",원(KRW),"11,500,000","349,600,000,000",
263750,펄어비스,"175,000","2,200","1.27","175,600","175,000","73,259","12,935,374,100","174,900","180,700","172,000","500",원(KRW),"13,021,400","2,278,745,000,000",
251970,펌텍코리아,"22,550","-250","1.10","22,550","22,450","182,100","4,147,813,200","24,000","25,200","21,950","500",원(KRW),"1,882,710","42,455,110,500",
001020,페이퍼코리아,"694","3","0.43","694","690","134,315","91,087,735","676","694","661","500",원(KRW),"89,922,517","62,406,226,798",
327610,펨토바이오메드,"12,000","50","0.42","12,000","11,700","306","3,626,700","11,950","12,000","11,500","500",원(KRW),"5,453,715","65,444,580,000",
087010,펩트론,"12,100","0","0.00","12,100","12,050","129,515","1,541,086,650","11,900","12,150","11,600","500",원(KRW),"15,326,500","185,450,650,000",
090080,평화산업,"1,275","10","0.79","1,275","1,265","123,799","158,882,100","1,270","1,335","1,225","500",원(KRW),"37,403,844","47,689,901,100",
043370,평화정공,"9,000","-230","2.49","9,120","9,000","35,486","324,793,800","9,020","9,340","9,000","500",원(KRW),"21,000,000","189,000,000,000",
010770,평화홀딩스,"3,970","160","4.20","3,970","3,950","50,093","197,322,745","3,725","4,095","3,725","500",원(KRW),"14,625,466","58,063,100,020",
227420,포레스팅블록체인,"354","10","2.91","354","296","6,834","2,019,086","295","367","295","500",원(KRW),"7,587,936","2,686,129,344",
119500,포메탈,"2,510","0","0.00","2,530","2,510","24,439","61,309,790","2,510","2,540","2,480","500",원(KRW),"11,847,232","29,736,552,320",
016670,포비스티앤씨,"1,295","30","2.37","1,295","1,290","1,445,939","1,885,616,250","1,240","1,360","1,240","500",원(KRW),"40,078,058","51,901,085,110",
056730,포스링크,"1,460","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"46,163,868","67,399,247,280",
022100,포스코 ICT,"4,710","20","0.43","4,710","4,705","149,370","699,186,385","4,705","4,735","4,615","500",원(KRW),"152,034,729","716,083,573,590",
058430,포스코강판,"17,000","200","1.19","17,000","16,800","4,343","72,985,300","16,800","17,100","16,450","5,000",원(KRW),"6,000,000","102,000,000,000",
009520,포스코엠텍,"4,925","215","4.56","4,930","4,925","878,776","4,360,982,955","4,900","5,100","4,850","500",원(KRW),"41,642,703","205,090,312,275",
047050,포스코인터내셔널,"17,200","-300","1.71","17,250","17,200","126,595","2,188,316,100","17,350","17,500","17,100","5,000",원(KRW),"123,375,149","2,122,052,562,800",
003670,포스코케미칼,"49,450","1,350","2.81","49,450","49,400","207,435","10,205,776,550","48,000","49,700","47,900","500",원(KRW),"60,988,220","3,015,867,479,000",
189690,포시에스,"6,400","290","4.75","6,400","6,250","4,805","30,276,190","6,080","6,480","6,000","500",원(KRW),"7,515,763","48,100,883,200",
256630,포인트엔지니어링,"2,585","160","6.60","2,590","2,585","995,316","2,562,443,565","2,425","2,740","2,350","100",원(KRW),"53,500,000","138,297,500,000",
141020,포티스,"790","-3","0.38","792","790","674,077","534,871,164","801","811","785","500",원(KRW),"63,021,467","49,786,958,930",
007630,폴루스바이오팜,"1,395","-65","4.45","1,395","1,390","588,426","834,299,065","1,460","1,490","1,380","500",원(KRW),"39,311,572","54,839,642,940",
290720,푸드나무,"16,200","-250","1.52","16,250","16,200","18,267","295,218,500","16,450","16,450","15,950","500",원(KRW),"6,806,034","110,257,750,800",
005670,푸드웰,"6,250","-220","3.40","6,290","6,250","87,448","549,582,640","6,450","6,600","6,190","500",원(KRW),"10,000,000","62,500,000,000",
094940,푸른기술,"10,500","350","3.45","10,550","10,500","75,810","796,253,450","10,300","10,800","10,250","500",원(KRW),"6,574,202","69,029,121,000",
007330,푸른저축은행,"8,120","-40","0.49","8,130","8,120","4,324","35,263,970","8,160","8,220","8,120","1,000",원(KRW),"15,082,800","122,472,336,000",
017810,풀무원,"9,910","50","0.51","9,940","9,910","41,482","414,229,350","9,940","10,200","9,860","500",원(KRW),"38,090,950","377,481,314,500",
093380,풍강,"2,920","25","0.86","2,920","2,915","22,979","66,800,400","2,850","2,940","2,850","500",원(KRW),"9,879,313","28,847,593,960",
023900,풍국주정,"19,200","1,100","6.08","19,250","19,200","1,833,538","36,427,306,700","18,000","20,900","17,800","500",원(KRW),"12,600,000","241,920,000,000",
103140,풍산,"21,550","100","0.47","21,550","21,450","53,316","1,136,844,950","21,200","21,550","21,050","5,000",원(KRW),"28,024,278","603,923,190,900",
005810,풍산홀딩스,"35,300","-150","0.42","35,400","35,300","880","30,951,800","35,650","35,650","35,000","5,000",원(KRW),"7,835,167","276,581,395,100",
195440,퓨전데이타,"275","-7","2.48","275","274","4,403,100","1,178,278,369","262","278","254","500",원(KRW),"96,003,379","26,400,929,225",
214270,퓨쳐스트림네트웍스,"1,275","55","4.51","1,275","1,270","1,922,446","2,448,369,220","1,210","1,275","1,200","100",원(KRW),"92,470,707","117,900,151,425",
220100,퓨쳐켐,"12,850","200","1.58","12,950","12,850","1,651","21,135,750","12,950","13,000","12,650","500",원(KRW),"5,749,139","73,876,436,150",
035200,프럼파스트,"2,965","65","2.24","2,965","2,950","65,670","193,581,485","2,910","2,990","2,865","500",원(KRW),"9,730,590","28,851,199,350",
203690,프로스테믹스,"3,840","65","1.72","3,860","3,840","136,809","519,868,710","3,710","3,880","3,700","100",원(KRW),"45,676,500","175,397,760,000",
303360,프로테옴텍,"14,450","-100","0.69","14,450","12,400","111","1,568,950","14,100","14,450","14,100","500",원(KRW),"4,356,152","62,946,396,400",
053610,프로텍,"17,950","150","0.84","17,950","17,850","30,349","537,646,300","17,700","18,000","17,350","500",원(KRW),"11,000,000","197,450,000,000",
053160,프리엠스,"5,850","150","2.63","5,850","5,820","11,758","67,650,210","5,700","5,850","5,580","500",원(KRW),"6,000,000","35,100,000,000",
075130,플랜티넷,"4,555","15","0.33","4,575","4,555","47,936","217,639,255","4,490","4,610","4,460","500",원(KRW),"8,960,000","40,812,800,000",
222670,플럼라인생명과학,"7,100","310","4.57","7,040","6,800","2,689","18,558,810","6,400","7,100","6,200","500",원(KRW),"2,403,000","17,061,300,000",
023770,플레이위드,"33,250","-3,450","9.40","33,300","33,250","335,568","11,467,592,200","34,250","35,700","33,200","500",원(KRW),"4,263,337","141,755,955,250",
300080,플리토,"25,900","-200","0.77","25,950","25,900","95,787","2,500,018,250","26,350","26,600","25,450","500",원(KRW),"5,183,811","134,260,704,900",
150440,피노텍,"6,770","-80","1.17","6,590","6,330","1,281","8,477,960","6,850","6,850","6,310","500",원(KRW),"9,565,412","64,757,839,240",
032580,피델릭스,"1,380","30","2.22","1,380","1,370","69,510","94,563,020","1,340","1,390","1,310","500",원(KRW),"23,999,866","33,119,815,080",
051380,피씨디렉트,"6,770","220","3.36","6,770","6,730","204,766","1,384,444,710","6,560","6,990","6,480","500",원(KRW),"7,629,536","51,651,958,720",
241820,피씨엘,"7,370","-20","0.27","7,370","7,310","20,723","151,890,970","7,280","7,410","7,150","500",원(KRW),"8,941,164","65,896,378,680",
237750,피앤씨테크,"5,900","280","4.98","5,900","5,820","13,194","76,541,930","5,620","6,000","5,620","500",원(KRW),"6,496,600","38,329,940,000",
131390,피앤이솔루션,"10,150","320","3.26","10,150","10,050","117,274","1,178,214,910","9,740","10,200","9,700","500",원(KRW),"14,280,000","144,942,000,000",
054340,피앤텔,"6,680","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"4,031,039","26,927,340,520",
024850,피에스엠씨,"866","4","0.46","866","863","57,793","50,201,613","859","897","845","500",원(KRW),"38,726,201","33,536,890,066",
319660,피에스케이,"16,400","550","3.47","16,400","16,350","102,741","1,667,310,750","15,750","16,500","15,600","500",원(KRW),"14,765,020","242,146,328,000",
031980,피에스케이홀딩스,"7,270","-20","0.27","7,270","7,250","16,393","118,462,020","7,300","7,300","7,130","500",원(KRW),"5,566,584","40,469,065,680",
002230,피에스텍,"4,210","60","1.45","4,210","4,170","16,530","69,715,680","4,240","4,240","4,145","500",원(KRW),"19,669,243","82,807,513,030",
242350,피엔아이컴퍼니,"3,855","75","1.98","3,855","0","11","41,770","3,220","3,855","3,220","500",원(KRW),"4,761,520","18,355,659,600",
239890,피엔에이치테크,"9,460","0","0.00","9,700","9,170","0","0","0","0","0","500",원(KRW),"2,060,000","19,487,600,000",
137400,피엔티,"4,355","25","0.58","4,355","4,350","134,557","584,095,835","4,330","4,405","4,250","500",원(KRW),"17,729,427","77,211,654,585",
128660,피제이메탈,"2,250","85","3.93","2,250","2,240","235,595","520,201,485","2,150","2,280","2,140","500",원(KRW),"24,803,369","55,807,580,250",
006140,피제이전자,"4,755","-70","1.45","4,755","4,725","2,433","11,503,445","4,880","4,880","4,650","500",원(KRW),"15,000,000","71,325,000,000",
087600,픽셀플러스,"4,895","-205","4.02","4,900","4,895","88,627","432,266,030","5,110","5,120","4,650","500",원(KRW),"8,166,558","39,975,301,410",
057880,필로시스헬스케어,"1,730","10","0.58","1,730","1,720","106,131","181,936,895","1,725","1,735","1,685","500",원(KRW),"45,088,244","78,002,662,120",
033180,필룩스,"4,415","180","4.25","4,415","4,410","2,606,145","11,403,415,580","4,185","4,500","4,185","500",원(KRW),"64,206,514","283,471,759,310",
064800,필링크,"1,110","10","0.91","1,115","1,110","210,702","230,434,850","1,090","1,110","1,070","100",원(KRW),"64,008,677","71,049,631,470",
161580,필옵틱스,"8,140","-160","1.93","8,160","8,140","129,087","1,058,172,330","8,210","8,320","8,120","500",원(KRW),"17,329,031","141,058,312,340",
270520,하나금융10호스팩,"2,175","-5","0.23","2,175","2,125","0","0","0","0","0","100",원(KRW),"4,602,000","10,009,350,000",
284620,하나금융11호스팩,"2,095","0","0.00","2,095","2,090","486","1,018,165","2,090","2,095","2,090","100",원(KRW),"5,401,000","11,315,095,000",
261200,하나금융9호스팩,"2,130","-5","0.23","2,130","2,125","389","825,790","2,120","2,140","2,120","100",원(KRW),"4,260,000","9,073,800,000",
086790,하나금융지주,"32,500","-200","0.61","32,550","32,500","821,510","26,750,648,200","32,600","32,700","32,350","5,000",원(KRW),"300,242,062","9,757,867,015,000",
099340,하나니켈1호,"854","11","1.30","854","853","393,888","333,547,253","846","856","836","0",원(KRW),"22,756,200","19,433,794,800",
099350,하나니켈2호,"1,630","0","0.00","1,635","1,630","780,964","1,309,217,795","1,725","1,790","1,600","0",원(KRW),"3,284,000","5,352,920,000",
067310,하나마이크론,"3,580","30","0.85","3,585","3,580","81,924","289,400,225","3,550","3,590","3,450","500",원(KRW),"25,370,632","90,826,862,560",
307160,하나머스트제6호스팩,"2,160","20","0.93","2,160","2,140","1,390","2,998,725","2,140","2,160","2,140","100",원(KRW),"4,590,000","9,914,400,000",
166090,하나머티리얼즈,"12,250","0","0.00","12,250","12,200","174,465","2,123,992,150","12,150","12,500","11,900","500",원(KRW),"19,627,674","240,439,006,500",
293480,하나제약,"23,800","-100","0.42","23,800","23,750","31,817","761,905,400","23,900","24,200","23,650","500",원(KRW),"16,200,000","385,560,000,000",
039130,하나투어,"41,550","-450","1.07","41,550","41,500","50,282","2,094,169,450","41,500","42,050","41,050","500",원(KRW),"11,616,185","482,652,486,750",
136480,하림,"2,610","25","0.97","2,610","2,605","283,732","737,011,740","2,570","2,650","2,555","500",원(KRW),"86,945,938","226,928,898,180",
003380,하림지주,"9,310","-180","1.90","9,320","9,310","122,851","1,143,128,290","9,390","9,470","9,210","100",원(KRW),"93,584,198","871,268,883,380",
172580,하이골드12호,"2,770","10","0.36","2,770","2,745","7,311","20,159,585","2,760","2,770","2,705","5,000",원(KRW),"13,044,500","36,133,265,000",
153360,하이골드3호,"1,755","5","0.29","1,755","1,745","9,927","17,242,460","1,760","1,760","1,725","5,000",원(KRW),"16,149,790","28,342,881,450",
159650,하이골드8호,"1,740","-60","3.33","1,765","1,740","6,297","10,973,860","1,800","1,800","1,730","5,000",원(KRW),"14,905,929","25,936,316,460",
149980,하이로닉,"5,120","170","3.43","5,120","5,110","62,258","313,860,010","4,860","5,170","4,860","100",원(KRW),"14,099,995","72,191,974,400",
013030,하이록코리아,"16,800","-650","3.72","17,000","16,800","19,063","323,216,350","17,350","17,350","16,800","500",원(KRW),"13,613,232","228,702,297,600",
126700,하이비젼시스템,"7,400","40","0.54","7,400","7,390","49,717","365,530,320","7,270","7,430","7,200","500",원(KRW),"14,942,112","110,571,628,800",
200470,하이셈,"4,900","200","4.26","4,900","4,895","59,955","284,063,940","4,570","4,940","4,570","500",원(KRW),"17,553,680","86,013,032,000",
071090,하이스틸,"17,750","800","4.72","17,750","17,650","6,914","120,885,950","17,100","18,050","16,700","5,000",원(KRW),"1,999,944","35,499,006,000",
317240,하이제4호스팩,"2,100","0","0.00","2,100","2,095","2,332","4,887,335","2,080","2,115","2,080","100",원(KRW),"4,400,000","9,240,000,000",
221840,하이즈항공,"4,670","30","0.65","4,670","4,660","8,189","38,059,710","4,730","4,730","4,590","500",원(KRW),"17,696,167","82,641,099,890",
106190,하이텍팜,"10,600","0","0.00","10,600","10,550","6,797","71,269,850","10,600","10,650","10,350","500",원(KRW),"7,088,782","75,141,089,200",
019490,하이트론,"3,740","-45","1.19","3,745","3,740","3,188","11,910,675","3,755","3,785","3,700","2,500",원(KRW),"5,530,735","20,684,948,900",
000080,하이트진로,"20,700","-100","0.48","20,700","20,650","128,488","2,660,067,950","20,850","20,950","20,600","5,000",원(KRW),"70,133,611","1,451,765,747,700",
000087,하이트진로2우B,"15,750","0","0.00","15,750","15,700","3,359","52,534,950","15,950","15,950","15,400","5,000",원(KRW),"1,130,138","17,799,673,500",
000140,하이트진로홀딩스,"10,950","100","0.92","10,950","10,900","446,997","4,834,572,550","10,800","11,050","10,600","5,000",원(KRW),"23,206,765","254,114,076,750",
000145,하이트진로홀딩스우,"30,300","-750","2.42","30,300","30,250","490,508","14,713,127,000","29,850","31,950","28,050","5,000",원(KRW),"470,810","14,265,543,000",
066130,하츠,"4,895","75","1.56","4,895","4,875","78,221","379,659,110","4,760","4,915","4,760","500",원(KRW),"12,800,000","62,656,000,000",
152550,한국ANKOR유전,"1,750","0","0.00","1,750","1,740","6,804","11,813,800","1,735","1,750","1,735","0",원(KRW),"70,020,000","122,535,000,000",
004590,한국가구,"4,190","-30","0.71","4,190","4,180","28,567","119,327,270","4,220","4,330","4,120","100",원(KRW),"15,000,000","62,850,000,000",
036460,한국가스공사,"39,000","-750","1.89","39,000","38,950","340,553","13,357,827,250","40,200","40,250","38,900","5,000",원(KRW),"92,313,000","3,600,207,000,000",
039340,한국경제TV,"4,615","35","0.76","4,625","4,615","31,022","141,701,595","4,505","4,640","4,485","500",원(KRW),"23,000,000","106,145,000,000",
005430,한국공항,"39,900","100","0.25","40,300","39,900","2,768","110,512,500","39,800","40,550","39,050","5,000",원(KRW),"3,166,355","126,337,564,500",
071050,한국금융지주,"70,900","-400","0.56","70,900","70,800","102,215","7,290,837,800","71,000","72,100","70,600","5,000",원(KRW),"55,725,992","3,950,972,832,800",
071055,한국금융지주우,"43,450","-600","1.36","43,600","43,450","4,128","179,668,000","44,000","44,000","43,250","5,000",원(KRW),"5,858,251","254,541,005,950",
034950,한국기업평가,"61,800","-900","1.44","62,000","61,800","3,105","193,816,900","63,600","63,600","61,500","5,000",원(KRW),"4,540,514","280,603,765,200",
010040,한국내화,"4,705","295","6.69","4,715","4,705","960,212","4,557,721,500","4,515","4,960","4,490","500",원(KRW),"22,863,632","107,573,388,560",
025540,한국단자,"60,200","-3,300","5.20","60,300","60,200","15,434","946,439,600","62,300","63,400","60,100","500",원(KRW),"10,415,000","626,983,000,000",
222980,한국맥널티,"8,200","-100","1.20","8,280","8,200","10,337","85,792,790","8,300","8,500","8,190","500",원(KRW),"4,975,000","40,795,000,000",
318000,한국바이오젠,"8,260","-370","4.29","8,270","8,260","838,034","7,075,568,060","8,620","8,840","8,100","200",원(KRW),"7,288,035","60,199,169,100",
226610,한국비엔씨,"12,000","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"6,028,801","72,345,612,000",
004090,한국석유,"99,800","700","0.71","99,800","99,200","1,286","127,677,600","100,000","100,500","98,500","5,000",원(KRW),"655,200","65,388,960,000",
025550,한국선재,"2,330","35","1.53","2,330","2,320","57,324","132,655,430","2,275","2,335","2,265","500",원(KRW),"24,522,254","57,136,851,820",
002960,한국쉘석유,"316,500","-500","0.16","316,500","316,000","2,701","852,103,000","316,000","318,500","314,500","5,000",원(KRW),"1,300,000","411,450,000,000",
023890,한국아트라스비엑스,"54,100","0","0.00","54,100","53,900","156","8,415,900","54,100","54,100","53,900","1,000",원(KRW),"9,150,000","495,015,000,000",
017890,한국알콜,"7,630","170","2.28","7,630","7,600","28,051","211,168,270","7,550","7,630","7,410","500",원(KRW),"21,605,760","164,851,948,800",
080720,한국유니온제약,"12,300","400","3.36","12,300","12,250","38,661","468,316,400","11,800","12,400","11,700","500",원(KRW),"5,903,728","72,615,854,400",
123890,한국자산신탁,"3,600","-50","1.37","3,635","3,600","44,399","161,568,525","3,750","3,750","3,600","500",원(KRW),"112,853,251","406,271,703,600",
015760,한국전력,"25,300","100","0.40","25,350","25,300","750,604","18,949,162,350","25,200","25,450","25,050","5,000",원(KRW),"641,964,077","16,241,691,148,100",
063570,한국전자금융,"6,730","-40","0.59","6,740","6,730","130,425","873,224,310","6,730","6,850","6,590","500",원(KRW),"34,147,728","229,814,209,440",
041460,한국전자인증,"3,165","15","0.48","3,180","3,165","26,176","82,462,260","3,080","3,200","3,075","500",원(KRW),"21,459,249","67,918,523,085",
006200,한국전자홀딩스,"725","-3","0.41","725","723","20,796","14,970,840","703","729","703","500",원(KRW),"46,803,136","33,932,273,600",
101680,한국정밀기계,"2,410","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"8,404,000","20,253,640,000",
039740,한국정보공학,"3,135","-40","1.26","3,135","3,115","2,097","6,601,095","3,175","3,180","3,100","500",원(KRW),"8,018,397","25,137,674,595",
053300,한국정보인증,"3,415","-5","0.15","3,450","3,415","25,371","86,865,945","3,365","3,460","3,360","500",원(KRW),"31,165,000","106,428,475,000",
025770,한국정보통신,"8,520","-160","1.84","8,600","8,520","48,729","413,661,050","8,680","8,680","8,370","500",원(KRW),"38,812,743","330,684,570,360",
271740,한국제5호스팩,"2,180","0","0.00","2,180","2,165","1,115","2,423,355","2,180","2,180","2,165","100",원(KRW),"4,000,000","8,720,000,000",
281410,한국제6호스팩,"2,135","10","0.47","2,135","2,120","1,214","2,568,760","2,150","2,150","2,115","100",원(KRW),"4,510,000","9,628,850,000",
291210,한국제7호스팩,"2,095","0","0.00","2,095","2,075","2,519","5,277,355","2,100","2,100","2,095","100",원(KRW),"5,060,000","10,600,700,000",
310870,한국제8호스팩,"2,135","-5","0.23","2,140","2,130","1,700","3,632,000","2,140","2,140","2,130","100",원(KRW),"3,420,000","7,301,700,000",
002300,한국제지,"17,200","350","2.08","17,200","17,050","1,728","29,587,700","16,700","17,300","16,700","5,000",원(KRW),"5,004,949","86,085,122,800",
009540,한국조선해양,"96,300","-400","0.41","96,300","96,200","140,150","13,510,813,200","97,000","98,000","95,800","5,000",원(KRW),"70,773,116","6,815,451,070,800",
023350,한국종합기술,"3,860","0","0.00","3,880","3,860","18,242","70,564,975","3,815","3,910","3,800","500",원(KRW),"10,950,000","42,267,000,000",
025890,한국주강,"1,650","30","1.85","1,650","1,635","5,946","9,799,450","1,605","1,685","1,605","500",원(KRW),"11,309,259","18,660,277,350",
000970,한국주철관,"11,550","200","1.76","11,600","11,550","176,976","2,043,813,700","11,450","11,700","11,300","500",원(KRW),"22,800,500","263,345,775,000",
104700,한국철강,"4,820","-150","3.02","4,975","4,820","14,284","70,354,520","4,975","5,050","4,820","1,000",원(KRW),"46,050,000","221,961,000,000",
017960,한국카본,"6,970","40","0.58","6,970","6,960","132,820","921,021,850","6,850","7,010","6,810","500",원(KRW),"43,960,757","306,406,476,290",
023760,한국캐피탈,"671","8","1.21","671","668","87,160","58,078,159","663","673","658","500",원(KRW),"168,209,576","112,868,625,496",
054040,한국컴퓨터,"2,310","10","0.43","2,310","2,280","4,049","9,230,860","2,255","2,320","2,255","500",원(KRW),"16,071,290","37,124,679,900",
050540,한국코퍼레이션,"2,235","10","0.45","2,240","2,235","249,192","556,049,400","2,180","2,270","2,180","500",원(KRW),"38,785,593","86,685,800,355",
161890,한국콜마,"46,900","-850","1.78","46,950","46,900","687,962","32,232,020,100","46,800","47,550","45,850","500",원(KRW),"22,881,180","1,073,127,342,000",
024720,한국콜마홀딩스,"20,200","-100","0.49","20,250","20,200","345,380","6,992,809,350","20,000","20,550","19,600","500",원(KRW),"17,938,966","362,367,113,200",
021650,한국큐빅,"2,150","45","2.14","2,150","2,135","14,543","30,638,435","2,065","2,185","2,065","500",원(KRW),"16,350,563","35,153,710,450",
161390,한국타이어앤테크놀로지,"28,650","-150","0.52","28,700","28,650","184,117","5,270,251,750","28,500","28,850","28,450","500",원(KRW),"123,875,069","3,549,020,726,850",
053590,한국테크놀로지,"1,195","30","2.58","1,200","1,195","994,041","1,163,089,785","1,165","1,200","1,130","500",원(KRW),"71,185,050","85,066,134,750",
000240,한국테크놀로지그룹,"14,950","-200","1.32","14,950","14,900","35,910","534,479,900","15,000","15,050","14,750","500",원(KRW),"93,020,173","1,390,651,586,350",
034830,한국토지신탁,"2,100","-15","0.71","2,110","2,100","149,929","316,454,020","2,115","2,130","2,090","1,000",원(KRW),"252,489,230","530,227,383,000",
007280,한국특수형강,"1,370","65","4.98","1,380","1,370","260,130","366,098,410","1,290","1,500","1,290","500",원(KRW),"32,353,490","44,324,281,300",
168490,한국패러랠,"2,190","10","0.46","2,190","2,175","23,629","51,557,845","2,190","2,190","2,175","0",원(KRW),"80,020,000","175,243,800,000",
037230,한국팩키지,"1,900","15","0.80","1,900","1,880","50,601","95,022,295","1,855","1,900","1,840","500",원(KRW),"25,000,000","47,500,000,000",
010100,한국프랜지,"1,600","30","1.91","1,600","1,595","79,858","127,470,200","1,560","1,620","1,560","1,000",원(KRW),"30,450,420","48,720,672,000",
047810,한국항공우주,"37,450","250","0.67","37,450","37,400","331,206","12,394,965,350","37,050","37,700","36,950","5,000",원(KRW),"97,475,107","3,650,442,757,150",
123690,한국화장품,"8,600","810","10.40","8,600","8,590","3,254,560","29,420,697,490","8,410","9,660","8,260","500",원(KRW),"16,068,000","138,184,800,000",
003350,한국화장품제조,"28,500","2,400","9.20","28,600","28,500","1,246,216","38,242,789,550","29,100","33,450","27,500","500",원(KRW),"4,532,000","129,162,000,000",
030520,한글과컴퓨터,"11,000","500","4.76","11,000","10,900","165,202","1,760,553,350","10,450","11,050","10,150","500",원(KRW),"23,082,211","253,904,321,000",
052600,한네트,"2,695","40","1.51","2,695","2,685","49,121","128,945,910","2,600","2,725","2,585","500",원(KRW),"11,563,700","31,164,171,500",
011500,한농화성,"4,200","355","9.23","4,205","4,200","275,654","1,129,805,285","3,840","4,220","3,840","500",원(KRW),"15,637,042","65,675,576,400",
002390,한독,"21,550","300","1.41","21,600","21,550","26,062","559,078,550","21,250","21,700","20,950","500",원(KRW),"13,763,533","296,604,136,150",
014790,한라,"2,990","90","3.10","2,990","2,970","39,637","117,248,325","2,900","3,000","2,860","5,000",원(KRW),"38,874,942","116,236,076,580",
